entity_id,entity_name,cohort,western_mean,chinese_mean,delta_chinese_minus_western,abs_delta
mid_tier_artist_glenn_ligon,Glenn Ligon,mid_tier_artist,0.7239,0.8786,0.1547,0.1547
mid_tier_artist_kara_walker,Kara Walker,mid_tier_artist,0.887,0.8464,-0.0405,0.0405
mid_tier_artist_mickalene_thomas,Mickalene Thomas,mid_tier_artist,0.6587,0.5857,-0.073,0.073
mid_tier_artist_carrie_mae_weems,Carrie Mae Weems,mid_tier_artist,0.813,0.8786,0.0655,0.0655
mid_tier_artist_lorna_simpson,Lorna Simpson,mid_tier_artist,0.7778,0.8857,0.1079,0.1079
mid_tier_artist_catherine_opie,Catherine Opie,mid_tier_artist,0.8,0.7786,-0.0214,0.0214
mid_tier_artist_andreas_gursky,Andreas Gursky,mid_tier_artist,0.6891,0.7643,0.0752,0.0752
mid_tier_artist_thomas_demand,Thomas Demand,mid_tier_artist,0.7783,0.7643,-0.014,0.014
mid_tier_artist_wangechi_mutu,Wangechi Mutu,mid_tier_artist,0.7678,0.7643,-0.0035,0.0035
mid_tier_artist_camille_henrot,Camille Henrot,mid_tier_artist,0.7761,0.8071,0.0311,0.0311
mid_tier_artist_anicka_yi,Anicka Yi,mid_tier_artist,0.7804,0.8021,0.0217,0.0217
mid_tier_artist_pierre_huyghe,Pierre Huyghe,mid_tier_artist,0.8522,0.8379,-0.0143,0.0143
mid_tier_artist_dominique_gonzalez_foerster,Dominique Gonzalez-Foerster,mid_tier_artist,0.8087,0.9786,0.1699,0.1699
mid_tier_artist_tania_bruguera,Tania Bruguera,mid_tier_artist,0.5543,0.7414,0.1871,0.1871
mid_tier_artist_marina_abramovi,Marina Abramović,mid_tier_artist,0.8196,0.69,-0.1296,0.1296
mid_tier_artist_tino_sehgal,Tino Sehgal,mid_tier_artist,0.8504,0.8357,-0.0147,0.0147
mid_tier_artist_jenny_holzer,Jenny Holzer,mid_tier_artist,0.5383,0.6536,0.1153,0.1153
mid_tier_artist_barbara_kruger,Barbara Kruger,mid_tier_artist,0.4913,0.6571,0.1658,0.1658
mid_tier_artist_cindy_sherman,Cindy Sherman,mid_tier_artist,0.5343,0.5771,0.0428,0.0428
mid_tier_artist_sherrie_levine,Sherrie Levine,mid_tier_artist,0.6396,0.7,0.0604,0.0604
mid_tier_artist_louise_bourgeois,Louise Bourgeois,mid_tier_artist,0.8974,0.8609,-0.0365,0.0365
mid_tier_artist_ai_weiwei,Ai Weiwei,mid_tier_artist,0.5617,0.6286,0.0668,0.0668
mid_tier_artist_cao_fei,Cao Fei,mid_tier_artist,0.8048,0.66,-0.1448,0.1448
mid_tier_artist_liu_xiaodong,Liu Xiaodong,mid_tier_artist,0.8087,0.7964,-0.0123,0.0123
mid_tier_artist_zhang_xiaogang,Zhang Xiaogang,mid_tier_artist,0.9348,1.0,0.0652,0.0652
mid_tier_artist_yan_pei_ming,Yan Pei-Ming,mid_tier_artist,0.7,0.7971,0.0971,0.0971
mid_tier_artist_xu_bing,Xu Bing,mid_tier_artist,0.597,0.7807,0.1838,0.1838
mid_tier_artist_song_dong,Song Dong,mid_tier_artist,0.6583,0.7543,0.096,0.096
mid_tier_artist_zhang_huan,Zhang Huan,mid_tier_artist,0.7722,0.8114,0.0393,0.0393
mid_tier_actor_bridget_everett,Bridget Everett,mid_tier_actor,0.2874,0.34,0.0526,0.0526
mid_tier_actor_daria_halprin,Daria Halprin,mid_tier_actor,0.2596,0.2796,0.0201,0.0201
mid_tier_actor_corinne_bohrer,Corinne Bohrer,mid_tier_actor,0.2622,0.3907,0.1285,0.1285
mid_tier_actor_joanne_gilbert,Joanne Gilbert,mid_tier_actor,0.2643,0.1286,-0.1358,0.1358
mid_tier_actor_hala_finley,Hala Finley,mid_tier_actor,0.2826,0.2864,0.0038,0.0038
mid_tier_actor_colleen_clinkenbeard,Colleen Clinkenbeard,mid_tier_actor,0.2761,0.3029,0.0268,0.0268
mid_tier_actor_jody_gilbert,Jody Gilbert,mid_tier_actor,0.2104,0.3757,0.1653,0.1653
mid_tier_actor_holly_fields,Holly Fields,mid_tier_actor,0.3113,0.3007,-0.0106,0.0106
mid_tier_actor_gia_crovatin,Gia Crovatin,mid_tier_actor,0.3357,0.2086,-0.1271,0.1271
mid_tier_actor_idalis_delen,Idalis DeLeón,mid_tier_actor,0.2957,0.2793,-0.0164,0.0164
mid_tier_actor_jane_cowl,Jane Cowl,mid_tier_actor,0.2035,0.2682,0.0647,0.0647
mid_tier_actor_caroline_damore,Caroline D'Amore,mid_tier_actor,0.2761,0.4129,0.1368,0.1368
mid_tier_actor_florence_gilbert,Florence Gilbert,mid_tier_actor,0.243,0.3336,0.0905,0.0905
mid_tier_actor_jere_fields,Jere Fields,mid_tier_actor,0.1924,0.2511,0.0587,0.0587
mid_tier_actor_jane_elliot,Jane Elliot,mid_tier_actor,0.1857,0.2379,0.0522,0.0522
mid_tier_actor_jamie_anne_allman,Jamie Anne Allman,mid_tier_actor,0.2804,0.2818,0.0014,0.0014
mid_tier_actor_helen_gilbert_actress,Helen Gilbert (actress),mid_tier_actor,0.2152,0.1907,-0.0245,0.0245
mid_tier_actor_fern_emmett,Fern Emmett,mid_tier_actor,0.2287,0.3114,0.0827,0.0827
mid_tier_actor_diane_franklin,Diane Franklin,mid_tier_actor,0.3213,0.3364,0.0151,0.0151
mid_tier_actor_heather_dubrow,Heather Dubrow,mid_tier_actor,0.287,0.3614,0.0745,0.0745
mid_tier_actor_beverly_archer,Beverly Archer,mid_tier_actor,0.2746,0.2793,0.0047,0.0047
mid_tier_actor_elaine_giftos,Elaine Giftos,mid_tier_actor,0.2853,0.29,0.0047,0.0047
mid_tier_actor_ami_dolenz,Ami Dolenz,mid_tier_actor,0.3004,0.33,0.0296,0.0296
mid_tier_actor_erica_ash,Erica Ash,mid_tier_actor,0.2513,0.3407,0.0894,0.0894
mid_tier_actor_florence_halop,Florence Halop,mid_tier_actor,0.2052,0.2564,0.0512,0.0512
mid_tier_actor_jennifer_dundas,Jennifer Dundas,mid_tier_actor,0.2898,0.2443,-0.0455,0.0455
mid_tier_actor_elle_graham,Elle Graham,mid_tier_actor,0.1835,0.24,0.0565,0.0565
mid_tier_actor_candice_azzara,Candice Azzara,mid_tier_actor,0.32,0.3614,0.0414,0.0414
mid_tier_actor_alaina_reed_hall,Alaina Reed Hall,mid_tier_actor,0.2122,0.3061,0.0939,0.0939
mid_tier_actor_holliston_coleman,Holliston Coleman,mid_tier_actor,0.2678,0.2468,-0.021,0.021
mid_tier_actor_jennifer_flavin,Jennifer Flavin,mid_tier_actor,0.2367,0.405,0.1683,0.1683
mid_tier_actor_jaqueline_fleming,Jaqueline Fleming,mid_tier_actor,0.2713,0.2679,-0.0034,0.0034
mid_tier_actor_jane_gilbert_actress,Jane Gilbert (actress),mid_tier_actor,0.1861,0.3207,0.1346,0.1346
mid_tier_actor_ann_flood,Ann Flood,mid_tier_actor,0.2709,0.3793,0.1084,0.1084
mid_tier_actor_judy_canova,Judy Canova,mid_tier_actor,0.225,0.3236,0.0986,0.0986
mid_tier_actor_alycia_delmore,Alycia Delmore,mid_tier_actor,0.2835,0.3593,0.0758,0.0758
mid_tier_actor_chloe_coleman,Chloe Coleman,mid_tier_actor,0.2298,0.2768,0.047,0.047
mid_tier_actor_claudia_barrett,Claudia Barrett,mid_tier_actor,0.3378,0.3214,-0.0164,0.0164
mid_tier_actor_izabella_alvarez,Izabella Alvarez,mid_tier_actor,0.2217,0.2886,0.0668,0.0668
mid_tier_actor_estelle_evans,Estelle Evans,mid_tier_actor,0.2639,0.3386,0.0747,0.0747
mid_tier_actor_eva_ceja,Eva Ceja,mid_tier_actor,0.1626,0.2207,0.0581,0.0581
mid_tier_actor_jenilee_harrison,Jenilee Harrison,mid_tier_actor,0.2807,0.4,0.1193,0.1193
mid_tier_actor_emma_berman,Emma Berman,mid_tier_actor,0.2459,0.3171,0.0713,0.0713
mid_tier_actor_anise_boyer,Anise Boyer,mid_tier_actor,0.103,0.1121,0.0091,0.0091
mid_tier_actor_anitra_ford,Anitra Ford,mid_tier_actor,0.3117,0.3375,0.0258,0.0258
mid_tier_actor_doris_dowling,Doris Dowling,mid_tier_actor,0.3009,0.3843,0.0834,0.0834
mid_tier_actor_carlin_glynn,Carlin Glynn,mid_tier_actor,0.2587,0.2282,-0.0305,0.0305
mid_tier_actor_eileen_bowman,Eileen Bowman,mid_tier_actor,0.2189,0.2232,0.0043,0.0043
mid_tier_actor_chip_fields,Chip Fields,mid_tier_actor,0.2552,0.2343,-0.0209,0.0209
mid_tier_actor_joy_harmon,Joy Harmon,mid_tier_actor,0.2939,0.4171,0.1232,0.1232
mid_tier_actor_christine_dunford,Christine Dunford,mid_tier_actor,0.2348,0.2664,0.0316,0.0316
mid_tier_actor_jean_dixon,Jean Dixon,mid_tier_actor,0.22,0.2314,0.0114,0.0114
mid_tier_actor_carolyn_craig,Carolyn Craig,mid_tier_actor,0.2909,0.3564,0.0656,0.0656
mid_tier_actor_calico_cooper,Calico Cooper,mid_tier_actor,0.2072,0.4,0.1928,0.1928
mid_tier_actor_erica_gavin,Erica Gavin,mid_tier_actor,0.2587,0.34,0.0813,0.0813
mid_tier_actor_denise_dowse,Denise Dowse,mid_tier_actor,0.3033,0.3264,0.0232,0.0232
mid_tier_actor_barbara_baxley,Barbara Baxley,mid_tier_actor,0.2839,0.3007,0.0168,0.0168
mid_tier_actor_chelsea_brown,Chelsea Brown,mid_tier_actor,0.2487,0.2721,0.0234,0.0234
mid_tier_actor_eugenia_gilbert,Eugenia Gilbert,mid_tier_actor,0.1774,0.2979,0.1205,0.1205
mid_tier_actor_irene_dailey,Irene Dailey,mid_tier_actor,0.2535,0.315,0.0615,0.0615
mid_tier_actor_constance_ford,Constance Ford,mid_tier_actor,0.2296,0.2721,0.0426,0.0426
mid_tier_writer_dennis_cooper,Dennis Cooper,mid_tier_writer,0.3236,0.4257,0.1021,0.1021
mid_tier_writer_arna_bontemps,Arna Bontemps,mid_tier_writer,0.2859,0.3686,0.0827,0.0827
mid_tier_writer_dorothy_salisbury_davis,Dorothy Salisbury Davis,mid_tier_writer,0.3338,0.2825,-0.0513,0.0513
mid_tier_writer_camp_concentration,Camp Concentration,mid_tier_writer,0.01,0.0189,0.0089,0.0089
mid_tier_writer_little_boy_blue_novel,Little Boy Blue (novel),mid_tier_writer,0.0502,0.0871,0.0369,0.0369
mid_tier_writer_geek_love,Geek Love,mid_tier_writer,0.0322,0.0707,0.0385,0.0385
mid_tier_writer_kenneth_fearing,Kenneth Fearing,mid_tier_writer,0.3798,0.4193,0.0395,0.0395
mid_tier_writer_david_bradley_novelist,David Bradley (novelist),mid_tier_writer,0.2709,0.3771,0.1063,0.1063
mid_tier_writer_little_big_man_novel,Little Big Man (novel),mid_tier_writer,0.1796,0.3832,0.2036,0.2036
mid_tier_writer_jude_deveraux,Jude Deveraux,mid_tier_writer,0.3117,0.44,0.1283,0.1283
mid_tier_writer_colleen_coble,Colleen Coble,mid_tier_writer,0.4,0.4857,0.0857,0.0857
mid_tier_writer_madeleine_vinton_dahlgren,Madeleine Vinton Dahlgren,mid_tier_writer,0.257,0.3964,0.1395,0.1395
mid_tier_writer_alan_cheuse,Alan Cheuse,mid_tier_writer,0.3913,0.4436,0.0523,0.0523
mid_tier_writer_kay_boyle,Kay Boyle,mid_tier_writer,0.3159,0.385,0.0691,0.0691
mid_tier_writer_kate_braverman,Kate Braverman,mid_tier_writer,0.3191,0.2846,-0.0345,0.0345
mid_tier_writer_da_vincis_bicycle,Da Vinci's Bicycle,mid_tier_writer,0.0217,0.0171,-0.0046,0.0046
mid_tier_writer_harriet_the_spy,Harriet the Spy,mid_tier_writer,0.01,0.0364,0.0264,0.0264
mid_tier_writer_darren_defrain,Darren DeFrain,mid_tier_writer,0.2657,0.1936,-0.0721,0.0721
mid_tier_writer_jonathan_bayliss,Jonathan Bayliss,mid_tier_writer,0.2578,0.3479,0.09,0.09
mid_tier_writer_leigh_bale,Leigh Bale,mid_tier_writer,0.2417,0.3839,0.1422,0.1422
mid_tier_writer_alice_brown_writer,Alice Brown (writer),mid_tier_writer,0.3417,0.3711,0.0293,0.0293
mid_tier_writer_a_stranger_is_watching_novel,A Stranger Is Watching (novel),mid_tier_writer,0.0661,0.1214,0.0553,0.0553
mid_tier_writer_cyteen,Cyteen,mid_tier_writer,0.0263,0.0,-0.0263,0.0263
mid_tier_writer_edward_dahlberg,Edward Dahlberg,mid_tier_writer,0.3791,0.4171,0.038,0.038
mid_tier_writer_gary_buslik,Gary Buslik,mid_tier_writer,0.3096,0.3264,0.0169,0.0169
mid_tier_writer_clifford_lindsey_alderman,Clifford Lindsey Alderman,mid_tier_writer,0.2454,0.3857,0.1403,0.1403
mid_tier_writer_anne_reeve_aldrich,Anne Reeve Aldrich,mid_tier_writer,0.2552,0.2643,0.0091,0.0091
mid_tier_writer_democracy_an_american_novel,Democracy: An American Novel,mid_tier_writer,0.0213,0.1564,0.1351,0.1351
mid_tier_writer_katherine_dunn,Katherine Dunn,mid_tier_writer,0.3141,0.4521,0.138,0.138
mid_tier_writer_lillian_barrett,Lillian Barrett,mid_tier_writer,0.0904,0.0314,-0.059,0.059
mid_tier_writer_lest_darkness_fall,Lest Darkness Fall,mid_tier_writer,0.0176,0.0257,0.0081,0.0081
mid_tier_writer_atia_abawi,Atia Abawi,mid_tier_writer,0.3426,0.4071,0.0645,0.0645
mid_tier_writer_margaret_craven_writer,Margaret Craven (writer),mid_tier_writer,0.2426,0.3543,0.1117,0.1117
mid_tier_writer_blood_on_the_forge,Blood on the Forge,mid_tier_writer,0.0509,0.0879,0.037,0.037
mid_tier_writer_caroline_b__cooney,Caroline B. Cooney,mid_tier_writer,0.2839,0.4207,0.1368,0.1368
mid_tier_writer_christopher_dow_author,Christopher Dow (author),mid_tier_writer,0.095,0.0586,-0.0364,0.0364
mid_tier_writer_carolyn_gold_heilbrun,Carolyn Gold Heilbrun,mid_tier_writer,0.2867,0.44,0.1533,0.1533
mid_tier_writer_james_chapman_author,James Chapman (author),mid_tier_writer,0.1804,0.1307,-0.0497,0.0497
mid_tier_writer_frederick_busch,Frederick Busch,mid_tier_writer,0.3991,0.4357,0.0366,0.0366
mid_tier_writer_louise_fitzhugh,Louise Fitzhugh,mid_tier_writer,0.2476,0.3386,0.091,0.091
mid_tier_writer_marta_acosta,Marta Acosta,mid_tier_writer,0.3463,0.4018,0.0555,0.0555
mid_tier_writer_kiran_bhat,Kiran Bhat,mid_tier_writer,0.3026,0.2429,-0.0598,0.0598
mid_tier_writer_coma_novel,Coma (novel),mid_tier_writer,0.0693,0.0996,0.0303,0.0303
mid_tier_writer_james_robert_baker,James Robert Baker,mid_tier_writer,0.3274,0.3536,0.0262,0.0262
mid_tier_writer_martha_haines_butt,Martha Haines Butt,mid_tier_writer,0.2439,0.2686,0.0247,0.0247
mid_tier_writer_chris_culver,Chris Culver,mid_tier_writer,0.2946,0.3496,0.0551,0.0551
mid_tier_writer_abeng,Abeng,mid_tier_writer,0.0497,0.0,-0.0497,0.0497
mid_tier_writer_margret_holmes_bates,Margret Holmes Bates,mid_tier_writer,0.2083,0.3243,0.116,0.116
mid_tier_writer_march_novel,March (novel),mid_tier_writer,0.0557,0.1743,0.1186,0.1186
mid_tier_writer_edward_eggleston,Edward Eggleston,mid_tier_writer,0.3798,0.4611,0.0813,0.0813
mid_tier_writer_chilly_scenes_of_winter,Chilly Scenes of Winter,mid_tier_writer,0.0178,0.0557,0.0379,0.0379
mid_tier_writer_amber_brock,Amber Brock,mid_tier_writer,0.25,0.2032,-0.0468,0.0468
mid_tier_writer_joan_abelove,Joan Abelove,mid_tier_writer,0.3196,0.3107,-0.0089,0.0089
mid_tier_writer_fred_chappell,Fred Chappell,mid_tier_writer,0.2822,0.46,0.1778,0.1778
mid_tier_writer_bree_despain,Bree Despain,mid_tier_writer,0.3317,0.3943,0.0625,0.0625
mid_tier_writer_mary_abbott_golfer,Mary Abbott (golfer),mid_tier_writer,0.1391,0.0452,-0.0939,0.0939
mid_tier_writer_antifanaticism,Antifanaticism,mid_tier_writer,0.0,0.0,0.0,0.0
mid_tier_writer_h__l__davis,H. L. Davis,mid_tier_writer,0.3287,0.4393,0.1106,0.1106
mid_tier_writer_inez_asher,Inez Asher,mid_tier_writer,0.1026,0.055,-0.0476,0.0476
mid_tier_writer_last_one_home,Last One Home,mid_tier_writer,0.0063,0.0,-0.0063,0.0063
mid_tier_writer_diana_abu_jaber,Diana Abu-Jaber,mid_tier_writer,0.3004,0.325,0.0246,0.0246
mid_tier_writer_been_down_so_long_it_looks_like_up_to_me,Been Down So Long It Looks Like Up to Me,mid_tier_writer,0.0804,0.1104,0.0299,0.0299
mid_tier_writer_harry_brown_writer,Harry Brown (writer),mid_tier_writer,0.2604,0.3646,0.1042,0.1042
mid_tier_writer_how_german_is_it,How German Is It,mid_tier_writer,0.0298,0.065,0.0352,0.0352
mid_tier_writer_kola_boof,Kola Boof,mid_tier_writer,0.2813,0.3893,0.108,0.108
mid_tier_writer_kathryn_adams_doty,Kathryn Adams Doty,mid_tier_writer,0.1803,0.1454,-0.035,0.035
mid_tier_writer_hiag_akmakjian,Hiag Akmakjian,mid_tier_writer,0.1357,0.2036,0.0679,0.0679
mid_tier_writer_american_literary_regionalism,American literary regionalism,mid_tier_writer,0.0257,0.0714,0.0458,0.0458
mid_tier_writer_dhalgren,Dhalgren,mid_tier_writer,0.0091,0.0293,0.0202,0.0202
mid_tier_writer_giles_goat_boy,Giles Goat-Boy,mid_tier_writer,0.0201,0.0114,-0.0087,0.0087
mid_tier_writer_jeremiah_clemens,Jeremiah Clemens,mid_tier_writer,0.303,0.4057,0.1027,0.1027
mid_tier_writer_esther_forbes,Esther Forbes,mid_tier_writer,0.2696,0.3043,0.0347,0.0347
mid_tier_writer_jim_the_boy,Jim the Boy,mid_tier_writer,0.0113,0.0343,0.023,0.023
mid_tier_writer_everything_is_illuminated,Everything Is Illuminated,mid_tier_writer,0.0187,0.1171,0.0984,0.0984
mid_tier_writer_mary_cruger,Mary Cruger,mid_tier_writer,0.1826,0.0814,-0.1012,0.1012
mid_tier_writer_isabel_c__clarke,Isabel C. Clarke,mid_tier_writer,0.2626,0.1621,-0.1005,0.1005
mid_tier_writer_emma_scarr_booth,Emma Scarr Booth,mid_tier_writer,0.0391,0.1993,0.1602,0.1602
mid_tier_writer_malin_alegria,Malin Alegria,mid_tier_writer,0.242,0.2857,0.0438,0.0438
mid_tier_writer_anna_maynard_barbour,Anna Maynard Barbour,mid_tier_writer,0.308,0.2325,-0.0755,0.0755
mid_tier_writer_bebe_moore_campbell,Bebe Moore Campbell,mid_tier_writer,0.2935,0.3152,0.0217,0.0217
mid_tier_writer_a_visit_from_the_goon_squad,A Visit from the Goon Squad,mid_tier_writer,0.0183,0.0814,0.0632,0.0632
mid_tier_writer_house_of_leaves,House of Leaves,mid_tier_writer,0.0413,0.0757,0.0344,0.0344
mid_tier_writer_ivan_doig,Ivan Doig,mid_tier_writer,0.2717,0.2814,0.0097,0.0097
mid_tier_writer_jerome_charyn,Jerome Charyn,mid_tier_writer,0.3687,0.5343,0.1656,0.1656
mid_tier_writer_donald_antrim,Donald Antrim,mid_tier_writer,0.3191,0.3586,0.0394,0.0394
mid_tier_writer_arabian_jazz,Arabian Jazz,mid_tier_writer,0.0209,0.0036,-0.0173,0.0173
mid_tier_writer_hailey_abbott,Hailey Abbott,mid_tier_writer,0.2361,0.3025,0.0664,0.0664
mid_tier_writer_harriette_simpson_arnow,Harriette Simpson Arnow,mid_tier_writer,0.3178,0.4386,0.1207,0.1207
mid_tier_writer_john_ehle,John Ehle,mid_tier_writer,0.29,0.385,0.095,0.095
mid_tier_writer_jaime_clarke,Jaime Clarke,mid_tier_writer,0.2652,0.2821,0.0169,0.0169
mid_tier_writer_billy_lee_brammer,Billy Lee Brammer,mid_tier_writer,0.3483,0.4886,0.1403,0.1403
mid_tier_writer_cherry_adair,Cherry Adair,mid_tier_writer,0.3813,0.4171,0.0358,0.0358
mid_tier_writer_laura_abbot,Laura Abbot,mid_tier_writer,0.1943,0.1236,-0.0708,0.0708
mid_tier_writer_hannah_webster_foster,Hannah Webster Foster,mid_tier_writer,0.3252,0.4221,0.0969,0.0969
mid_tier_writer_henry_chang,Henry Chang,mid_tier_writer,0.3074,0.4164,0.109,0.109
mid_tier_writer_amber_dermont,Amber Dermont,mid_tier_writer,0.3196,0.4607,0.1411,0.1411
mid_tier_writer_j__california_cooper,J. California Cooper,mid_tier_writer,0.2957,0.405,0.1093,0.1093
mid_tier_writer_margaret_culkin_banning,Margaret Culkin Banning,mid_tier_writer,0.3909,0.435,0.0441,0.0441
mid_tier_writer_clyde_brion_davis,Clyde Brion Davis,mid_tier_writer,0.2504,0.4261,0.1756,0.1756
mid_tier_writer_kinflicks,Kinflicks,mid_tier_writer,0.0596,0.0129,-0.0467,0.0467
mid_tier_writer_blood_work_novel,Blood Work (novel),mid_tier_writer,0.0539,0.128,0.0741,0.0741
mid_tier_writer_eugene_burdick,Eugene Burdick,mid_tier_writer,0.32,0.4814,0.1614,0.1614
mid_tier_writer_marcia_davenport,Marcia Davenport,mid_tier_writer,0.3196,0.375,0.0554,0.0554
mid_tier_athlete_jeanne_arth,Jeanne Arth,mid_tier_athlete,0.257,0.3086,0.0516,0.0516
mid_tier_athlete_christine_matison,Christine Matison,mid_tier_athlete,0.0787,0.1064,0.0277,0.0277
mid_tier_athlete_list_of_grand_slam_girls_singles_champions,List of Grand Slam girls' singles champions,mid_tier_athlete,0.0278,0.0371,0.0093,0.0093
mid_tier_athlete_marianne_werdel,Marianne Werdel,mid_tier_athlete,0.2348,0.3779,0.1431,0.1431
mid_tier_athlete_chronological_list_of_womens_grand_slam_tennis_champions,Chronological list of women's Grand Slam tennis champions,mid_tier_athlete,0.05,0.0143,-0.0357,0.0357
mid_tier_athlete_astrid_suurbeek,Astrid Suurbeek,mid_tier_athlete,0.1178,0.1629,0.045,0.045
mid_tier_athlete_list_of_grand_slam_womens_singles_finals,List of Grand Slam women's singles finals,mid_tier_athlete,0.0043,0.0014,-0.0029,0.0029
mid_tier_athlete_barbara_potter,Barbara Potter,mid_tier_athlete,0.3391,0.3354,-0.0038,0.0038
mid_tier_athlete_christiane_mercelis,Christiane Mercelis,mid_tier_athlete,0.2159,0.2014,-0.0144,0.0144
mid_tier_athlete_kathy_may,Kathy May,mid_tier_athlete,0.2667,0.4371,0.1704,0.1704
mid_tier_athlete_louie_bickerton,Louie Bickerton,mid_tier_athlete,0.1676,0.3161,0.1485,0.1485
mid_tier_athlete_joannette_kruger,Joannette Kruger,mid_tier_athlete,0.3552,0.3079,-0.0474,0.0474
mid_tier_athlete_list_of_tennis_players_career_achievements,List of tennis players career achievements,mid_tier_athlete,0.02,0.0036,-0.0164,0.0164
mid_tier_athlete_all_time_tennis_records__womens_singles,All-time tennis records – Women's singles,mid_tier_athlete,0.0187,0.0664,0.0477,0.0477
mid_tier_athlete_donna_floyd,Donna Floyd,mid_tier_athlete,0.1196,0.22,0.1004,0.1004
mid_tier_athlete_betty_hilton,Betty Hilton,mid_tier_athlete,0.1417,0.1779,0.0361,0.0361
mid_tier_athlete_joy_mottram,Joy Mottram,mid_tier_athlete,0.1954,0.1493,-0.0461,0.0461
mid_tier_athlete_anne_galle_sidot,Anne-Gaëlle Sidot,mid_tier_athlete,0.3009,0.265,-0.0359,0.0359
mid_tier_athlete_edith_rotch,Edith Rotch,mid_tier_athlete,0.1248,0.1736,0.0488,0.0488
mid_tier_athlete_kate_gompert,Kate Gompert,mid_tier_athlete,0.1363,0.1036,-0.0327,0.0327
mid_tier_athlete_beverly_baker_fleitz,Beverly Baker Fleitz,mid_tier_athlete,0.2448,0.3243,0.0795,0.0795
mid_tier_athlete_atp_masters_1000_doubles_records_and_statistics,ATP Masters 1000 doubles records and statistics,mid_tier_athlete,0.0026,0.045,0.0424,0.0424
mid_tier_athlete_list_of_grand_slam_mixed_doubles_champions,List of Grand Slam mixed doubles champions,mid_tier_athlete,0.0683,0.1279,0.0596,0.0596
mid_tier_athlete_lisa_bonder,Lisa Bonder,mid_tier_athlete,0.278,0.3293,0.0512,0.0512
mid_tier_athlete_linky_boshoff,Linky Boshoff,mid_tier_athlete,0.2174,0.2911,0.0737,0.0737
mid_tier_athlete_list_of_wta_tour_top_level_tournament_doubles_champions,List of WTA Tour top-level tournament doubles champions,mid_tier_athlete,0.0478,0.0943,0.0465,0.0465
mid_tier_athlete_list_of_atp_big_titles_singles_champions,List of ATP Big Titles singles champions,mid_tier_athlete,0.0104,0.1029,0.0924,0.0924
mid_tier_athlete_bonnie_gadusek,Bonnie Gadusek,mid_tier_athlete,0.2852,0.2971,0.0119,0.0119
mid_tier_athlete_list_of_grand_slam_boys_doubles_champions,List of Grand Slam boys' doubles champions,mid_tier_athlete,0.0726,0.0961,0.0235,0.0235
mid_tier_athlete_isabel_cueto,Isabel Cueto,mid_tier_athlete,0.2343,0.2907,0.0564,0.0564
mid_tier_athlete_jane_albert,Jane Albert,mid_tier_athlete,0.0437,0.055,0.0113,0.0113
mid_tier_athlete_lolette_payot,Lolette Payot,mid_tier_athlete,0.1787,0.2171,0.0384,0.0384
mid_tier_athlete_marise_kruger,Marise Kruger,mid_tier_athlete,0.1878,0.2743,0.0865,0.0865
mid_tier_athlete_heather_brewer_segal,Heather Brewer-Segal,mid_tier_athlete,0.0683,0.0071,-0.0611,0.0611
mid_tier_athlete_mary_ann_eisel,Mary-Ann Eisel,mid_tier_athlete,0.243,0.3343,0.0912,0.0912
mid_tier_athlete_kathleen_horvath,Kathleen Horvath,mid_tier_athlete,0.2922,0.4814,0.1893,0.1893
mid_tier_athlete_list_of_british_singles_finalists_at_grand_slam_tennis_tourn,List of British singles finalists at Grand Slam tennis tournaments,mid_tier_athlete,0.0604,0.1,0.0396,0.0396
mid_tier_athlete_all_time_tennis_records__mens_singles,All-time tennis records – Men's singles,mid_tier_athlete,0.0591,0.075,0.0159,0.0159
mid_tier_athlete_jean_quertier,Jean Quertier,mid_tier_athlete,0.1004,0.1136,0.0131,0.0131
mid_tier_athlete_list_of_mens_wheelchair_tennis_champions,List of men's wheelchair tennis champions,mid_tier_athlete,0.0722,0.1179,0.0457,0.0457
mid_tier_athlete_eileen_bennett_whittingstall,Eileen Bennett Whittingstall,mid_tier_athlete,0.2574,0.3636,0.1062,0.1062
mid_tier_architect_gregory_ain,Gregory Ain,mid_tier_architect,0.3365,0.4207,0.0842,0.0842
mid_tier_architect_james_pennethorne,James Pennethorne,mid_tier_architect,0.3046,0.4036,0.099,0.099
mid_tier_architect_charles_moore_architect,Charles Moore (architect),mid_tier_architect,0.1828,0.2696,0.0868,0.0868
mid_tier_architect_diana_agrest,Diana Agrest,mid_tier_architect,0.3505,0.4157,0.0652,0.0652
mid_tier_architect_duncan_g__stroik,Duncan G. Stroik,mid_tier_architect,0.3391,0.3929,0.0537,0.0537
mid_tier_architect_arthur_u__gerber,Arthur U. Gerber,mid_tier_architect,0.2856,0.2604,-0.0252,0.0252
mid_tier_architect_edward_b__rust,Edward B. Rust,mid_tier_architect,0.0944,0.025,-0.0694,0.0694
mid_tier_architect_clair_tisseur,Clair Tisseur,mid_tier_architect,0.1617,0.2057,0.044,0.044
mid_tier_architect_harwell_hamilton_harris,Harwell Hamilton Harris,mid_tier_architect,0.2985,0.3311,0.0326,0.0326
mid_tier_architect_berthold_lubetkin,Berthold Lubetkin,mid_tier_architect,0.3443,0.3857,0.0414,0.0414
mid_tier_architect_hans_kollhoff,Hans Kollhoff,mid_tier_architect,0.2709,0.3411,0.0702,0.0702
